"time_period","time_identifier","geographic_level","country_code","country_name","region_code","region_name","la_name","old_la_code","new_la_code","breakdown","group_name","total_ects_count_provider_led","total_mentors_trained_count_provider_led","count_swfc_ects","count_swfc_ects_pending_confirmation_provider_led","count_swfc_ects_provider_led","count_swfc_ects_school_led","percent_swfc_ects_pending_confirmation_provider_led","percent_swfc_ects_provider_led","percent_swfc_ects_school_led"
"202122","Academic year","Local authority","E92000001","England","E12000002","North West","Trafford","358","E08000009","Overall","Overall",111,101,95,0,90,5,"0","94.7","5.3"
"202223","Academic year","Local authority","E92000001","England","E12000002","North West","Trafford","358","E08000009","Overall","Overall",134,90,113,0,110,3,"0","97.3","2.7"
"202122","Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","Wakefield","384","E08000036","Overall","Overall",166,173,151,0,149,2,"0","98.7","1.3"
"202223","Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","Wakefield","384","E08000036","Overall","Overall",146,115,118,0,116,2,"0","98.3","1.7"
"202122","Academic year","Local authority","E92000001","England","E12000005","West Midlands","Walsall","335","E08000030","Overall","Overall",174,170,140,1,139,0,"0.7","99.3","0"
"202223","Academic year","Local authority","E92000001","England","E12000005","West Midlands","Walsall","335","E08000030","Overall","Overall",144,106,114,0,113,1,"0","99.1","0.9"
"202122","Academic year","Local authority","E92000001","England","E12000007","London","Waltham Forest","320","E09000031","Overall","Overall",142,164,132,1,121,10,"0.8","91.7","7.6"
"202223","Academic year","Local authority","E92000001","England","E12000007","London","Waltham Forest","320","E09000031","Overall","Overall",159,95,119,0,116,3,"0","97.5","2.5"
"202122","Academic year","Local authority","E92000001","England","E12000007","London","Wandsworth","212","E09000032","Overall","Overall",137,147,116,0,116,0,"0","100","0"
"202223","Academic year","Local authority","E92000001","England","E12000007","London","Wandsworth","212","E09000032","Overall","Overall",130,106,97,0,97,0,"0","100","0"
"202122","Academic year","Local authority","E92000001","England","E12000002","North West","Warrington","877","E06000007","Overall","Overall",93,82,79,0,76,3,"0","96.2","3.8"
"202223","Academic year","Local authority","E92000001","England","E12000002","North West","Warrington","877","E06000007","Overall","Overall",93,81,62,0,60,2,"0","96.8","3.2"
"202122","Academic year","Local authority","E92000001","England","E12000005","West Midlands","Warwickshire","937","E10000031","Overall","Overall",253,264,228,1,218,9,"0.4","95.6","3.9"
"202223","Academic year","Local authority","E92000001","England","E12000005","West Midlands","Warwickshire","937","E10000031","Overall","Overall",227,171,189,0,180,9,"0","95.2","4.8"
"202122","Academic year","Local authority","E92000001","England","E12000008","South East","West Berkshire","869","E06000037","Overall","Overall",95,96,86,0,86,0,"0","100","0"
"202223","Academic year","Local authority","E92000001","England","E12000008","South East","West Berkshire","869","E06000037","Overall","Overall",76,63,65,0,65,0,"0","100","0"
"202122","Academic year","Local authority","E92000001","England","E12000004","East Midlands","West Northamptonshire","941","E06000062","Overall","Overall",204,216,195,0,191,4,"0","97.9","2.1"
"202223","Academic year","Local authority","E92000001","England","E12000004","East Midlands","West Northamptonshire","941","E06000062","Overall","Overall",195,148,177,0,165,12,"0","93.2","6.8"
